20171230	24.39506	24.13493	23.81717	23.60967	23.57603
20171229	24.67447	24.39506	24.13493	23.81717	23.60967
20171228	25.01579	24.67447	24.39506	24.13493	23.81717
20171227	25.46673	25.01579	24.67447	24.39506	24.13493
20171226	24.86458	25.46673	25.01579	24.67447	24.39506
20171225	25.08123	24.86458	25.46673	25.01579	24.67447
20171224	24.95308	25.08123	24.86458	25.46673	25.01579
20171223	25.04204	24.95308	25.08123	24.86458	25.46673
20171222	25.66928	25.04204	24.95308	25.08123	24.86458
20171221	22.03139	25.66928	25.04204	24.95308	25.08123
20171220	22.30709	22.03139	25.66928	25.04204	24.95308
20171219	22.35212	22.30709	22.03139	25.66928	25.04203
20171218	22.20043	22.35212	22.30709	22.03139	25.66928
20171217	22.39414	22.20043	22.35212	22.30709	22.03139
20171216	22.52846	22.39414	22.20043	22.35212	22.30709
20171215	22.54795	22.52846	22.39414	22.20043	22.35212
20171214	22.65841	22.54795	22.52846	22.39414	22.20043
20171213	22.82057	22.65841	22.54795	22.52846	22.39414
20171212	23.13137	22.82057	22.65841	22.54795	22.52846
20171211	23.54079	23.13137	22.82057	22.65841	22.54795
20171210	23.77064	23.54079	23.13137	22.82057	22.65841
20171209	24.65663	23.77064	23.54079	23.13137	22.82057
20171208	24.20181	24.65663	23.77064	23.54079	23.13137
20171207	24.27097	24.20181	24.65663	23.77064	23.54079
20171206	24.36281	24.27097	24.20181	24.65663	23.77064
20171205	24.67992	24.36281	24.27097	24.20181	24.65663
20171204	25.46215	24.67992	24.36281	24.27097	24.20181
20171203	22.84743	25.46215	24.67992	24.36281	24.27097
20171202	23.02116	22.84743	25.46215	24.67992	24.36281
20171201	23.29679	23.02116	22.84743	25.46215	24.67992
20171130	23.3694	23.29679	23.02116	22.84743	25.46215
20171129	23.44007	23.3694	23.29679	23.02116	22.84743
20171128	23.65605	23.44007	23.3694	23.29679	23.02116
20171127	23.76545	23.65605	23.44007	23.3694	23.29679
20171126	24.07958	23.76545	23.65605	23.44007	23.3694
20171125	24.4241	24.07958	23.76545	23.65605	23.44007
20171124	25.10045	24.4241	24.07958	23.76545	23.65605
20171123	25.47616	25.10045	24.4241	24.07958	23.76545
20171122	25.61452	25.47616	25.10045	24.4241	24.07958
20171121	25.74934	25.61452	25.47616	25.10045	24.4241
20171120	26.41811	25.74934	25.61452	25.47616	25.10045
20171119	25.46901	26.41811	25.74934	25.61452	25.47616
20171118	24.58813	25.46901	26.41811	25.74934	25.61452
20171117	24.51447	24.58813	25.46901	26.41811	25.74934
20171116	24.41342	24.51447	24.58813	25.46901	26.41811
20171115	24.24989	24.41342	24.51447	24.58813	25.46901
20171114	24.51072	24.24989	24.41342	24.51447	24.58813
20171113	24.64243	24.51072	24.24989	24.41342	24.51447
20171112	24.92057	24.64243	24.51072	24.24989	24.41342
20171111	25.07171	24.92057	24.64243	24.51072	24.24989
20171110	25.03607	25.07171	24.92057	24.64243	24.51072
20171109	25.12821	25.03607	25.07171	24.92057	24.64243
20171108	25.09568	25.12821	25.03607	25.07171	24.92057
20171107	25.12074	25.09568	25.12821	25.03607	25.07171
20171106	25.24369	25.12074	25.09568	25.12821	25.03607
20171105	25.21017	25.24369	25.12074	25.09568	25.12821
20171104	25.19884	25.21017	25.24369	25.12074	25.09568
20171103	25.38028	25.19884	25.21017	25.24369	25.12074
20171102	25.64257	25.38028	25.19884	25.21017	25.24369
20171101	25.92399	25.64257	25.38028	25.19884	25.21017
20171031	26.39722	25.92399	25.64257	25.38028	25.19884
20171030	27.09736	26.39722	25.92399	25.64257	25.38028
20171029	27.62443	27.09736	26.39722	25.92399	25.64257
20171028	28.74515	27.62443	27.09736	26.39722	25.92399
20171027	30.51387	28.74515	27.62443	27.09736	26.39722
20171026	29.88391	30.51387	28.74515	27.62443	27.09736
20171025	24.80842	29.88391	30.51387	28.74515	27.62443
20171024	25.30673	24.80842	29.88391	30.51387	28.74515
20171023	25.78795	25.30673	24.80842	29.88391	30.51387
20171022	26.48192	25.78795	25.30673	24.80842	29.88391
20171021	27.38479	26.48192	25.78795	25.30673	24.80842
20171020	28.54715	27.38479	26.48192	25.78795	25.30673
20171019	26.61353	28.54715	27.38479	26.48192	25.78795
20171018	25.36675	26.61353	28.54715	27.38479	26.48192
20171017	26.09422	25.36675	26.61353	28.54715	27.38479
20171016	26.82741	26.09422	25.36675	26.61353	28.54715
20171015	27.77715	26.82741	26.09422	25.36675	26.61353
20171014	27.7657	27.77715	26.82741	26.09422	25.36675
20171013	26.73404	27.7657	27.77715	26.82741	26.09422
20171012	27.90923	26.73404	27.7657	27.77715	26.82741
20171011	28.61706	27.90923	26.73404	27.7657	27.77715
20171010	29.05794	28.61706	27.90923	26.73404	27.7657
20171009	31.12641	29.05794	28.61706	27.90923	26.73404
20171008	25.40487	31.12641	29.05794	28.61706	27.90923
20171007	23.60147	25.40487	31.12641	29.05794	28.61706
20171006	24.36675	23.60147	25.40487	31.12641	29.05794
20171005	24.36763	24.36675	23.60147	25.40487	31.12641
20171004	25.05091	24.36763	24.36675	23.60147	25.40487
20171003	25.82495	25.05091	24.36763	24.36675	23.60147
20171002	27.39344	25.82495	25.05091	24.36763	24.36675
20171001	28.43117	27.39344	25.82495	25.05091	24.36763
20170930	26.60863	28.43117	27.39344	25.82495	25.05091
20170929	23.41048	26.60863	28.43117	27.39344	25.82495
20170928	23.46104	23.41048	26.60863	28.43117	27.39344
20170927	24.17448	23.46104	23.41048	26.60863	28.43117
20170926	25.34843	24.17448	23.46104	23.41048	26.60863
20170925	24.74676	25.34843	24.17448	23.46104	23.41048
20170924	26.30346	24.74676	25.34843	24.17448	23.46104
20170923	26.91307	26.30346	24.74676	25.34843	24.17448
20170922	26.96981	26.91307	26.30346	24.74676	25.34843
20170921	20.46796	26.96981	26.91307	26.30346	24.74676
20170920	20.42786	20.46796	26.96981	26.91307	26.30346
20170919	20.61378	20.42786	20.46796	26.96981	26.91307
20170918	20.87063	20.61378	20.42786	20.46796	26.96981
20170917	21.16924	20.87063	20.61378	20.42786	20.46796
20170916	21.34226	21.16924	20.87063	20.61378	20.42786
20170915	21.64854	21.34226	21.16924	20.87063	20.61378
20170914	21.92988	21.64854	21.34226	21.16924	20.87063
20170913	22.23886	21.92988	21.64854	21.34226	21.16924
20170912	22.62304	22.23886	21.92988	21.64854	21.34226
20170911	22.97314	22.62304	22.23886	21.92988	21.64854
20170910	23.34187	22.97314	22.62304	22.23886	21.92988
20170909	23.76335	23.34187	22.97314	22.62304	22.23886
20170908	24.22056	23.76335	23.34187	22.97314	22.62304
20170907	24.64983	24.22056	23.76335	23.34187	22.97314
20170906	25.12791	24.64983	24.22056	23.76335	23.34187
20170905	25.48839	25.12791	24.64983	24.22056	23.76335
20170904	26.02348	25.48839	25.12791	24.64983	24.22056
20170903	26.61373	26.02348	25.48839	25.12791	24.64983
20170902	27.35597	26.61373	26.02348	25.48839	25.12791
20170901	28.93337	27.35597	26.61373	26.02348	25.48839
20170831	27.0396	28.93337	27.35597	26.61373	26.02348
20170830	27.38978	27.0396	28.93337	27.35597	26.61373
20170829	28.08108	27.38978	27.0396	28.93337	27.35597
20170828	28.91825	28.08108	27.38978	27.0396	28.93337
20170827	30.87221	28.91825	28.08108	27.38978	27.0396
20170826	29.02003	30.87221	28.91825	28.08108	27.38978
20170825	27.04026	29.02003	30.87221	28.91825	28.08108
20170824	27.6217	27.04026	29.02003	30.87221	28.91825
20170823	28.17654	27.6217	27.04026	29.02003	30.87221
20170822	28.49793	28.17654	27.6217	27.04026	29.02003
20170821	31.0636	28.49793	28.17654	27.6217	27.04026
20170820	27.51382	31.0636	28.49793	28.17654	27.6217
20170819	27.4232	27.51382	31.0636	28.49793	28.17654
