20070101	68.17049	6.134279191	3.124278182	4.035331988
20070102	30.91956	3.377446763	-3.571175462	3.015538753
20070103	7.744595	-1.711174605	-4.639456648	3.510807561
20070104	36.41233	0.354268768	-2.181178699	5.544427782
20070105	32.056	1.37567132	-0.414288656	4.124477955
20070106	6.295737	2.834774633	0.952807785	2.281752679
20070107	7.150146	5.993140119	0.836318493	3.588549707
20070108	19.26093	4.239991717	-6.853451998	4.091538246
20070109	4.408337	-4.900599473	-10.66831126	1.993914596
20070110	0.01142857	-5.846833869	-15.56974152	2.320867385
20070111	0	-1.250834562	-13.59527814	1.821484523
20070112	0	-0.680270215	-20.60442953	1.501872671
20070113	0	-1.165972548	-9.891469957	2.788085947
20070114	6.885294	-0.400269449	-4.67146897	2.39318436
20070115	0.4054171	-1.350016385	-20.37200372	0.991993724
20070116	0.3974166	0.399155189	-11.88516416	0.89648025
20070117	0.02485356	1.28083703	-8.572356938	1.053392232
20070118	5.257041	0.365126299	-0.683434913	2.374000809
20070119	1.635077	0.502559607	-5.457010848	1.451752539
20070120	0	1.036542089	-4.376985563	1.965203826
20070121	0.6539527	1.993962488	-0.438633057	1.909630154
20070122	0	1.533985529	-2.081727801	2.58413348
20070123	0	3.842348977	-2.230855809	2.119835064
20070124	0.05999135	2.822050892	-8.160386898	2.044630659
20070125	0.006856154	2.542044993	-2.520563971	2.608662957
20070126	0	3.575786078	-3.660311494	2.341076518
20070127	0	1.994039211	-5.496049992	2.752239716
20070128	0	2.661736309	-3.777710533	3.060128315
20070129	0	4.564524621	-5.094909543	2.379145079
20070130	0	3.912543898	-11.25025523	1.110459844
20070131	0	2.323200291	-7.934898811	3.135846391
20070201	0	6.525379891	-3.414422376	1.737852114
20070202	6.800185	13.19916178	2.561998855	1.618979827
20070203	0	9.504294585	2.151984718	2.030530647
20070204	0.5199481	11.02058134	4.588818356	1.339176459
20070205	16.27608	7.243992068	3.9225733	2.401272209
20070206	11.22903	7.719997857	0.234519977	2.015952491
20070207	24.95123	5.875127182	1.833154732	2.131703108
20070208	12.13701	9.486070402	1.310272318	2.704922292
20070209				
20070210	5.028543	5.976620889	0.204828518	2.184584403
20070211	3.475594	2.91233168	-0.376308152	1.328695798
20070212	4.885404	3.56799516	0.240000993	1.868833529
20070213	41.70313	6.348540195	3.203699278	4.146700637
20070214	22.08685	8.516284542	5.216591695	3.650044118
20070215	0.3991244	12.67343721	3.082554549	2.363391982
20070216	13.42997	9.312613119	-0.077463378	2.876782337
20070217	21.66274	0.507703315	-1.364622441	3.730675335
20070218	35.37814	0.896843706	-1.576888731	4.677293986
20070219	1.327923	1.1013989	-4.537455689	2.524532573
